y1,y2
0.5673176196340991,-0.5640485071806322
-0.24379635286238646,0.761947070557397
-0.7948856111626472,-0.09031536506367528
-0.4647562036988605,-0.6511541070464222
0.664528892420067,0.4454226657220748
0.6644613804953019,0.4455233706892129
0.28552214393169767,0.7473132578274301
-0.5961628605807856,0.5334696276866517
-0.47475089046401653,-0.6439034026961058
-0.7724003898623981,-0.20832099687841243
0.10318072600286013,0.7933181819305055
-0.1503501338334042,0.7857447659744718
-0.6950480164586754,0.39611646622787716
0.7777067474258493,0.18754256852327222
0.7277197642173167,0.3323009852039158
0.730981812093645,0.32506244075299007
0.7539862986744409,-0.26740355534513166
-0.12393819106477098,-0.790341271094704
0.33175196776322285,-0.7279702135975273
0.7733069476302555,-0.20493014601755719
-0.5170807740015316,-0.6104322019339881
0.6147857879833922,0.5118968986950786
0.7721153387415197,-0.20937503117628023
0.5955400175443802,-0.5341648504939644
0.21802310613988932,-0.7697180816306153
-0.7805399894348092,0.17537766360944618
0.7603369046235182,0.24877256976509107
-0.07145474034855746,-0.796802497537326
-0.43885927561901106,-0.6688815561840205
0.23018460770213,0.7661690716656583
-0.5003700534316174,-0.6242033399693088
0.7023107362984635,0.3830921947520075
0.31795630136589015,0.7341006677709286
-0.2525352153656095,0.7590954913581329
-0.17141279157068712,0.7814202805699019
-0.7467489675155634,0.28699473778179296
0.7533600265877445,-0.26916290669353576
0.4607117460345686,0.654021931639742
-0.7326640850814434,-0.3212527640842511
0.2937868174627683,-0.7441030210159734
0.5550610643170899,0.5761138905452458
0.024239783501898277,-0.7996326862352371
0.17151370727509319,0.7813981368142323
-0.43154177027249807,0.6736257867021411
0.7987829825774655,-0.04411061940903344
-0.6821706516272824,-0.41790334056861644
0.740612095086544,-0.3024792961700353
-0.10060579333954003,-0.7936488356612903
-0.2314352936226961,-0.7657922073681454
0.7339128456232086,0.3183895962955518
-0.15195544514545065,0.7854358934315697
-0.7900459549454932,0.12580695161342917
-0.296839908675792,0.7428903476404493
-0.4910110756228049,0.6315917380838165
-0.4616476477107614,-0.653361652810387
-0.37712078061409954,0.7055351988590025
0.4222443984688711,0.6794922133193737
0.7543637543077966,0.26633686599238654
0.2242897719186594,0.7679154238668968
0.7120498680703704,-0.3646710646335518
0.5150444083048449,-0.612151335434231
0.7928133782014519,-0.10699040772331739
-0.7040804507268676,0.37982985520394635
0.6266841004599242,-0.49725952804419515
0.7849360620959104,-0.15451659594155306
-0.2120489680060186,-0.77138527025578
0.6193614403050471,0.5063510701709414
-0.7573602868200633,0.25769244449116385
0.3611784284315631,0.7138278103546445
-0.06583889655359809,0.7972861717730997
-0.7921986740052673,0.11145071064957951
0.7588255446978662,0.2533452046398092
0.027751619245277772,0.7995185098728266
-0.7332794743348617,0.3198456073157624
-0.7707872460646984,-0.21421256103225633
-0.79305084438143,-0.10521576985367265
-0.7928661766152367,0.10659843328837626
0.3589071761823944,0.714972474214763
0.6212977470977323,-0.503973322162277
0.5323183511710526,0.5971910690947513
-0.6063505319951868,0.5218611236230899
-0.5596042204874754,-0.5717019471828001
0.6988595765597482,-0.3893524011107798
0.31105484018988455,0.7370514815088871
0.7419893483857485,-0.2990849492737681
0.7123864047770004,-0.36401320070692456
-0.7934412263434365,-0.10223023201882973
-0.6085123470161627,-0.5193387367883135
-0.5206555520890943,0.6073860354657493
0.13895466377621987,-0.7878398323357596
0.5461491442463363,0.5845691680536997
-0.7787613670630256,-0.18311398955330463
-0.7981638940194591,0.054170086613313295
-0.3004591630624736,-0.7414339426623238
-0.7930677923687196,0.10508794748878497
0.031178835694996757,-0.7993921942355358
-0.11387951704707369,-0.7918531780558347
0.35176616819154477,-0.7185127437393424
0.12722795875296333,0.7898183629870569
0.5017281283997205,0.6231122572799492
